"","Control1","Control2","Control3","M1","M2","M3"
"Snapc5",8.203658,10.562637,12.672084,13.310529,9.737222,9.470214
"Tmem156",0.257418,0.042099,0.183348,0.07699,0.065018,0.088445
"Ndufv1",273.905482,131.392472,122.001015,126.421443,314.188866,228.936706
"1500009C09Rik",0,0,0,0,0,0
"Rnf24",2.349402,2.33631,5.518673,3.622479,3.074777,4.02669
"Efna5",1.832476,2.432397,2.797888,2.039512,2.219037,1.963592
"Olfr223",0,0,0,0,0,0
"Npw",0.173657,1.42752,0.153213,1.202484,0.400276,0.689376
"Vrtn",0,0,0,0,0,0
"Syndig1l",0,0,0,0,0.046998,0
"Klk6",0,0,0,0,0,0
"NewGene_397",0.045433,0.310514,0.642899,0.367848,0.040859,0.165633
"NewGene_396",0.423319,0.129873,0.324604,0.103981,0.640644,0.300426
"Brd2",27.909287,37.506341,37.815997,31.261707,29.919692,35.543514
"NewGene_391",4.425876,3.771971,1.908749,6.222138,5.146695,3.35015
"NewGene_399",0.731761,0.466116,0.47272,0.972868,0.762098,0.691203
"Zfp697",0.12437,0.429289,0.285423,0.175108,0.268865,0.384064
"Slc35d2",1.615574,2.431331,2.510163,1.808248,1.147156,2.609937
"Gm3286",0,0,0,0,0,0
"3830406C13Rik",10.095073,11.020812,11.156365,11.218772,9.626988,8.449508
"Prlr",6.776501,12.880652,24.694083,9.801207,8.392755,8.173196
"Ufd1",27.322942,28.706932,29.693595,30.489314,31.136754,29.850274
"Pdgfrb",8.365124,11.538433,15.122025,12.699816,10.479875,15.221965
"Csf1r",14.001143,15.849323,22.938677,14.81874,10.192949,30.98382
"Zfp287",0.444164,0.641281,0.787005,0.486519,0.372936,0.337218
"Uhmk1",10.866289,9.039539,13.510651,10.06755,10.050164,10.870792
"Phyh",217.209152,132.968002,220.347015,139.322968,283.200684,200.394592
"Sephs1",4.753046,5.941698,7.97304,5.753859,5.388315,5.838764
"Atf6",6.960681,7.120251,9.341225,5.658547,5.278718,7.15172
"Ucma",0,0,0,0.094624,0,0.110565
"Mcm10",0.092559,0.107004,0.10614,0.096317,0.046146,0.155286
"Zfp874a",3.67482,3.873721,4.295769,2.90003,2.213347,2.786321
"Rad51ap2",0,0.012271,0.015837,0,0,0
"Fam162a",61.509228,50.758244,44.089078,60.365114,90.776848,58.715623
"Notum",0.045277,0.017673,0,0.033497,0.072654,0
"Upk3b",0,0,0,0,0,0
"Bsdc1",17.282126,19.384005,21.149695,17.430299,15.298308,19.97225
"Rnf6",13.169907,13.947793,16.081547,13.146758,12.036084,11.24585
"Rpl7l1",20.644662,23.198176,25.516864,27.476993,23.928496,26.317767
"Psme4",14.983985,13.318368,16.668895,12.092562,13.076221,12.635832
"Plekhh2",1.534501,3.146462,1.893616,1.263963,0.739165,1.537204
"Reps2",1.08394,1.000875,1.785067,1.140008,0.590433,1.253893
"Erf",3.254771,4.390135,5.121338,3.821674,3.654351,4.964992
"Dlk1",1.356619,0.23614,1.512152,1.334182,2.016126,2.064021
"Cyp3a25",0,0,0.025142,0,0,0
"Arsa",9.549754,8.611322,10.173512,8.024312,10.788492,11.301749
"Rev1",2.89269,2.902472,5.777661,2.875389,3.589028,3.677968
"Eif5b",9.733345,9.465444,8.755691,9.797264,7.784429,8.071198
"Chst10",0.507916,0.408376,0.470409,0.534182,0.258018,0.632225
"Mrpl30",98.873644,76.661788,78.272895,86.102094,128.108211,85.73173
"Lyg1",0,0,0,0,0,0
"Mitd1",4.97582,4.819712,6.025507,7.355769,4.75964,4.977197
"Cd33",1.110045,1.032793,1.415968,0.914547,0.518796,1.460492
"Hoxd3",0.311814,0.631455,0.31178,0.609221,0.399737,0.536057
"Gm17654",0,0,0,0,0,0
"Rhox2f",0,0,0,0,0,0
"Gm4133",0,0,0,0,0,0
"Cd79a",2.61871,5.913894,0.373075,0.236091,0.449691,1.744025
"Grik5",1.791033,2.509982,1.575006,2.804766,3.159492,3.127454
"Stx19",0.243139,0.340385,0.017226,0.012577,0,0
"Gm884",0,0,0,0,0,0
"Usp54",0.903208,1.649965,2.358676,1.030403,0.991158,1.521672
"Zfp84",2.097683,2.434618,2.866158,1.707312,1.952281,2.539845
"Gm1527",0,0,0,0,0,0
"Eif2s2",27.67585,29.604882,31.690855,32.597857,22.910969,23.376681
"Olfr577",0,0,0,0,0,0
"Mcidas",0,0,0,0,0,0
"Myh7b",0.280881,0.168233,0.168227,0.047845,0.253186,0.166639
"Lrrc31",0,0,0,0,0,0
"Spatc1l",0,0,0,0.154341,0.06986,0
"2610028H24Rik",0.371052,0.258387,0.181462,0.026443,0.108628,0.103046
"Bcl2l13",11.655557,8.789902,14.801434,9.607193,14.900814,13.652298
"Tmem104",4.055236,4.977225,4.769786,4.732523,4.664867,6.482701
"Eif4g1",72.160565,66.646294,95.50168,73.45731,74.696237,89.33315
"Tmub1",7.35958,8.437876,5.132846,6.654488,8.085356,6.734967
"Fastk",51.626987,35.878757,35.487589,33.7518,79.63637,45.55119
"Per3",4.547207,5.589032,8.76046,6.101723,9.261991,7.474431
"Nub1",17.090304,17.784416,21.784978,16.149354,15.103893,18.736035
"Vamp3",39.020645,38.39436,48.901577,39.748714,42.727154,42.143154
"Zbtb48",2.058716,3.336635,2.148069,2.332551,2.182027,1.83883
"Abcf2",20.707447,20.399702,25.030096,20.343096,21.500158,25.080366
"Tas1r1",0.259509,0.646415,0.1062,0.119021,0.097967,0.101119
"Tex52",0,0,0,0,0,0.045376
"Adam24",0,0,0,0,0,0
"Cdc42se1",29.367529,41.469761,23.47488,24.53136,18.392842,28.689304
"Cystm1",33.31327,41.111496,28.672448,27.927014,35.63797,36.48371
"NewGene_1458",0.747462,0.741689,1.672118,0.992181,0.551786,0.945614
"NewGene_1450",0.136259,0,0.329182,0,0.164216,0
"NewGene_1451",0.088176,0.072453,0.283703,0,0,0
"NewGene_1452",1.00504,0.615603,0.816924,0.868307,1.513182,0.683778
"NewGene_1454",0,0.238966,0.286619,0.732346,0.332675,0.503631
"NewGene_1455",0.091276,0.32127,0.234915,0.112172,0.458409,0.318786
"Dennd4b",3.965511,3.789196,3.897481,3.106586,4.673725,5.163771
"Atf4",63.736786,74.350723,74.189323,99.72865,71.096519,70.079557
"Crtac1",2.861134,4.518417,9.38454,8.225728,11.01163,8.040895
"Zmym6",2.145736,2.892678,3.394392,2.313684,2.302609,1.79302
"Grin2d",0.103949,0.219189,0.087248,0.185803,0.19585,0.173586
"Ada",3.349803,5.379951,1.556432,2.002656,0.686352,2.36065
"Rhbdl3",1.452538,2.235648,1.722615,1.789809,1.369659,1.98652
"Kdelr1",56.998816,80.486071,66.587538,68.714226,63.160737,70.683481
"Spg7",30.371599,23.466241,18.899352,21.815491,32.752043,32.131552
"Sult5a1",0.679608,0.962694,0.736304,0.791663,0.855288,1.217244
"Impa2",20.987118,11.239864,4.842072,7.705585,19.947733,11.238113
"Dnmt3l",1.645351,2.001319,0.678062,1.602539,0.669946,1.779149
"Aire",0.017263,0.014931,0,0,0.031462,0
"Icosl",2.972662,4.687162,4.550124,5.306182,3.94285,6.019892
"D1Ertd622e",2.64537,1.875483,1.624915,2.859451,1.303649,1.252243
"Trmt10c",8.174935,6.805128,9.659662,8.621125,8.41806,6.015746
"Bms1",6.40442,7.546524,9.37459,7.0628,5.970959,7.530916
"Ebf3",7.672535,6.925607,10.691537,9.328882,10.340721,9.683565
"Rasgef1a",0.2649,0.227831,0.290721,0.166455,0.237561,0.281655
"Aamp",64.114198,75.582928,67.700361,76.331934,73.129889,71.087497
"NewGene_3346",0,0,0.191466,0,0,0
"NewGene_3344",0.3697,0.091192,0.163983,0.214819,0.382095,0.078133
"NewGene_3345",0.637926,0.300611,0.320416,1.142161,0.743105,0.731411
"NewGene_3343",0.159959,0.464002,0.242311,0.377,0.244549,0.105687
"NewGene_3340",0.904017,0.468935,1.035014,1.017735,0.584594,1.04247
"NewGene_3341",0,0,0.29603,0.126886,0.20164,0
"NewGene_3348",0,0,0,0,0,0.164585
"NewGene_3349",0,0,0,0,0,0.284585
"NewGene_2437",8.213905,17.226082,0.11369,0.38756,0.212018,0.578034
